rank,argument,topic
0.7659999999999999,"So the ""inalienable"" right to life, actually has preconditions?",dp
0.76575,some people who are not guilty but who found themselves behind bars might prefer to die than to suffer many years before justice will finally be served,dp
0.7653333333,"Some prisons are actually prisons instead of criminal resorts, and those are the best to put scum like them in.",dp
0.765,If there is something worse than the death penalty is to be in death row waiting and waiting and waiting ... this constitutes in my view cruelty in extreme.,dp
0.7644,"If ALL men have the right to life, do we have the right to take it away because they committed a crime?",dp
0.7556666667,"But, if you werent the one murdered, what right do you have to ask for revenge in your own name?",dp
0.763,"If I'm not mistaken, we were talking about ""murdering children"".",dp
0.7628,"First of all, death penalty cases usually cost more than keeping a prisoner alive for his life.",dp
0.78125,So you're okay with all the money they are spending on trying to execute the person when all that money could be and should be going out to rape or murder victims?,dp
0.7622,"So then why shouldnt the criminal who caused this also be made to suffer greatly as well, and since our judicial system is not going to do this, then somebody else should.",dp
0.762,"The adultress did not kill anyone, she committed adultry.",dp
0.7618,"If everyone thought an eye for an eye was truly the answer, the whole world would be blind, hypothetically speaking of course.",dp
0.7618,"That's true, but I think the natural response to that would be that knowing the death penalty might be applied jurors would be much more careful about the burden of proof.",dp
0.7616,"If all lifers-without-parole were in isolation, it would still not preclude guards from being killed by them.",dp
0.7615,"Some simply require job skills, social skills, and life skills that can enable them to conform to societal norms (not stealing cars, selling drugs, robbing liquor stores, etc.) However this should not be seen as a substitute to punishment, rather a concurrent activity during the punishment.",dp
0.76125,"If enough voters say so, the death penalty will disappear...then the highly paid defenders of capital crime perps will have to find another way to 'earn' their millions.",dp
0.7606666667,"Some people like to use the argument used by Van Den Haag, but I don't agree with his conclusion that ""all human endeavors to produce good"" have collateral damage.",dp
0.76,If you'd knew you'd get tortured by the Nazis merely because they didn't like you...well you'd flee the country.,dp
0.7595,"""Like American said, the ""turn the other cheek"" verse only applies to our personal lives.""",dp
0.7593333333,If there ever was a deterrent to crime I'd hope being in genpop would be it.,dp
0.759,If it's such a just system why is it not used across the board?,dp
0.759,So... you believe that the death penalty is morally correct because influential people advocate it?,dp
0.7584,"So we save money, prevent executing innocents, and we prevent all future crimes by that person.",dp
0.7575,If you read the post then you do understand you've made the determination that you forgo all the trappings of a civilized society if you intentionally attempt to harm me or my family.,dp
0.757,"But if anybody ever deserved it, he does.",dp
0.7005,What is keeping you from changing the justice system now?,dp
0.75675,If they deserve to be locked away for life Why ever the life sentence?,dp
0.754,But how can you reliably convict when the only testimony available is a single eyewitness?,dp
0.754,Every system has its flaws.,dp
0.754,"My proposal to this is, a person has to spend at least 10 years in prison after being convicted of his crime and sentensed to be executed before the execution takes place.",dp
0.80575,Limit the appeals so we can put them down quicker and minimize costs.,dp
0.7526,i dont see how someone can be both a christian and a supporter of death.,dp
0.7155,"Under the same old law that you quote the adulterous woman should have, by the law that God spoke, been put to death.",dp
0.82825,"SO in turn, there is no clear evidence indicating that there is not a detterent value to the death penalty.",dp
0.7498,"If the man in question can spend the rest of his life in prison, I think it's better.",dp
0.7490000000000001,"If you can't fix the system then you'll have to adjust the punishment though, until the system, if ever, is fixed.",dp
0.759,So you think that someone who has claimed the life of someone else deserves the comfortable environment of a prison?,dp
0.7485,"But I believe in the laws of the Old Testament, I believe they were from God.",dp
0.7475,"So you're willing execute someone even though they possibly could have been tried in a racially prejudice district, and due to bad lawyers?",dp
